text,target,raw_text,raw_persona
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [Just need to lose some weight . Having 3 kids will do that .],Having 3 kids will do that.,Just need to lose some weight . Having 3 kids will do that .,['I am unhappy with my weight.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [Oh I can only imagine , I decided long ago that I did not want kids .]","Oh I can only imagine, I decided long ago.","Oh I can only imagine , I decided long ago that I did not want kids .",['I do not want kids.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [I want to go there , but with me on days and hubby nights , it is not feasible .]","I want to go there, but it is not feasible.","I want to go there , but with me on days and hubby nights , it is not feasible .",['I work days and my husband works nights.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [I miss my kids . My wife got them in the divorce .],I miss them.,I miss my kids . My wife got them in the divorce .,['I am divorced and have a kids.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents did not want me.] Dialogue: [As a kid my parents did not want me so I was not able to join activities .],As a kid I was not able to join activities.,As a kid my parents did not want me so I was not able to join activities .,['My parents did not want me.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [I am doing good , ready to retire .]",I am doing good.,"I am doing good , ready to retire .",['I hope to retire someday soon.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Thankfully not doing that ! My best friend does those . He is a robot .],Thankfully not doing that! My best friend does those.,Thankfully not doing that ! My best friend does those . He is a robot .,['My best friend is a robot.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Yes , I was in the military , where I lost one of my legs while in gravel .]","Yes, I was in the military.","Yes , I was in the military , where I lost one of my legs while in gravel .",['I only have one leg.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [Oh yeah ! I like karaoke . I am going to Auburn University for music next year .],Oh yeah! I like karaoke. I am going for music.,Oh yeah ! I like karaoke . I am going to Auburn University for music next year .,['I am going to Auburn University next year as a freshman.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Hi , did you finish high school ? I never did .]","Hi, did you finish? I never did.","Hi , did you finish high school ? I never did .",['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I love donuts but I am just recovering from surgery , so I can not eat sweets .]","I love donuts but I am just recovering, so I can not eat sweets.","I love donuts but I am just recovering from surgery , so I can not eat sweets .",['I just had surgery.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Yeah , I got my tonsils removed .]","Yeah, I got removed.","Yeah , I got my tonsils removed .",['I just had surgery.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend took my boyfriend in high school.] Dialogue: [Yes , I travelled to Spain in high school but then my best friend took my boyfriend .]","Yes, I travelled to Spain in high school.","Yes , I travelled to Spain in high school but then my best friend took my boyfriend .",['My best friend took my boyfriend in high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents were always gone when i was growing up.] Dialogue: [Yeah , dogs rock ! My parents were gone a lot but my dog was always there .]","Yeah, dogs rock! My dog was always there.","Yeah , dogs rock ! My parents were gone a lot but my dog was always there .",['My parents were always gone when i was growing up.']
