text,target,raw_text,raw_persona
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [I love clothes and models ! Can't wait to get to Auburn to study it !],I love clothes and models! Can't wait to get to a state to study it!,I love clothes and models ! Can't wait to get to Auburn to study it !,['I am going to Auburn University next year as a freshman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [Clothes . I am going to Auburn for med school .],Clothes. I am going to a city for med school.,Clothes . I am going to Auburn for med school .,['I am going to Auburn University next year as a freshman.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have two children that are in their kindergarten.] Dialogue: [Yes , lots . I have two kids in kindergarten , so I am busy !]","Yes, lots. I have some younger ones in my family in school, so I am busy!","Yes , lots . I have two kids in kindergarten , so I am busy !",['I have two children that are in their kindergarten.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [That is quite a change up . I am single and loving it . No babies for me .],That is quite a change up. I have a specific marital status and loving it. Do not have much family members to take care of for me.,That is quite a change up . I am single and loving it . No babies for me .,['I am happy being single and alone.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in low income apartments.] Dialogue: [I wish I could but I live in a crappy apartment .],"I wish I could, but I live in a place that suits my personal circumstances.",I wish I could but I live in a crappy apartment .,['I live in low income apartments.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Unfortunately , I got a leg blown off . I am 75 .]","Unfortunately, I lost something precious. I am 75.","Unfortunately , I got a leg blown off . I am 75 .",['I only have one leg.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Unfortunately , I got a leg blown off . I am 75 .]","Unfortunately, I got a leg blown off. I am an adult.","Unfortunately , I got a leg blown off . I am 75 .",['I am an old man.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [I am not really into kids too , that is why I am still single .]","I am not really into some groups of people too, that is why I am still single.","I am not really into kids too , that is why I am still single .",['I do not want kids.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I go to middle school.] Dialogue: [Hello . How are you ? I am a middle schooler .],Hello. How are you? I am still studying.,Hello . How are you ? I am a middle schooler .,['I go to middle school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [Between my marriage , my practice and my own 2 kids , I do not cook often .]","Between my relationships, my practice and my family, I do not cook often.","Between my marriage , my practice and my own 2 kids , I do not cook often .",['I am married and have two kids of my own.']
